train | step:     0 | train_loss: 33.92640 | lr: 6.0000e-06 | norm: 10.1893
train | step:    66 | train_loss: 21.68406 | lr: 4.0200e-04 | norm: 12.4441
train | step:    67 | train_loss: 21.44246 | lr: 4.0800e-04 | norm: 12.2465
train | step:    68 | train_loss: 21.25676 | lr: 4.1400e-04 | norm: 9.1839
train | step:    69 | train_loss: 21.26930 | lr: 4.2000e-04 | norm: 8.4541
train | step:    70 | train_loss: 21.32282 | lr: 4.2600e-04 | norm: 15.0067
train | step:    71 | train_loss: 21.19802 | lr: 4.3200e-04 | norm: 11.0240
train | step:    72 | train_loss: 21.27116 | lr: 4.3800e-04 | norm: 9.1132
train | step:    73 | train_loss: 21.01984 | lr: 4.4400e-04 | norm: 15.0496
train | step:    74 | train_loss: 20.90359 | lr: 4.5000e-04 | norm: 12.3573
train | step:    75 | train_loss: 20.84798 | lr: 4.5600e-04 | norm: 8.7173
train | step:    76 | train_loss: 20.58251 | lr: 4.6200e-04 | norm: 8.9529
train | step:    77 | train_loss: 20.83216 | lr: 4.6800e-04 | norm: 15.1955
train | step:    78 | train_loss: 20.48832 | lr: 4.7400e-04 | norm: 7.7775
train | step:    79 | train_loss: 20.67137 | lr: 4.8000e-04 | norm: 22.8048
train | step:    80 | train_loss: 20.49822 | lr: 4.8600e-04 | norm: 17.5791
train | step:    81 | train_loss: 20.52318 | lr: 4.9200e-04 | norm: 12.2597
train | step:    82 | train_loss: 20.34670 | lr: 4.9800e-04 | norm: 19.5227
train | step:    83 | train_loss: 19.99355 | lr: 5.0400e-04 | norm: 10.3590
train | step:    84 | train_loss: 20.15287 | lr: 5.1000e-04 | norm: 10.9517
train | step:    85 | train_loss: 20.00743 | lr: 5.1600e-04 | norm: 9.1087
train | step:    86 | train_loss: 19.85228 | lr: 5.2200e-04 | norm: 11.6740
train | step:    87 | train_loss: 19.88753 | lr: 5.2800e-04 | norm: 7.4055
train | step:    88 | train_loss: 19.92472 | lr: 5.3400e-04 | norm: 12.4754
train | step:    89 | train_loss: 19.69186 | lr: 5.4000e-04 | norm: 10.7149
train | step:    90 | train_loss: 19.52781 | lr: 5.4600e-04 | norm: 9.6396
train | step:    91 | train_loss: 19.62799 | lr: 5.5200e-04 | norm: 9.0571
train | step:    92 | train_loss: 19.54860 | lr: 5.5800e-04 | norm: 9.6602
train | step:    93 | train_loss: 19.35545 | lr: 5.6400e-04 | norm: 11.5465
train | step:    94 | train_loss: 19.36149 | lr: 5.7000e-04 | norm: 12.1793
train | step:    95 | train_loss: 19.47085 | lr: 5.7600e-04 | norm: 9.9754
train | step:    96 | train_loss: 19.53136 | lr: 5.8200e-04 | norm: 9.6274
train | step:    97 | train_loss: 19.34237 | lr: 5.8800e-04 | norm: 24.8806
train | step:    98 | train_loss: 19.16896 | lr: 5.9400e-04 | norm: 10.3495
train | step:    99 | train_loss: 19.28482 | lr: 6.0000e-04 | norm: 12.0873
train | step:   100 | train_loss: 19.22040 | lr: 6.0000e-04 | norm: 10.0600
train | step:   101 | train_loss: 19.21509 | lr: 6.0000e-04 | norm: 11.9351
train | step:   102 | train_loss: 19.30843 | lr: 5.9999e-04 | norm: 8.0894
train | step:   103 | train_loss: 19.20238 | lr: 5.9999e-04 | norm: 11.3528
train | step:   104 | train_loss: 18.99179 | lr: 5.9997e-04 | norm: 8.9587
train | step:   105 | train_loss: 19.06188 | lr: 5.9996e-04 | norm: 9.7052
train | step:   106 | train_loss: 18.90879 | lr: 5.9994e-04 | norm: 7.1580
train | step:   107 | train_loss: 18.77876 | lr: 5.9992e-04 | norm: 7.7385
train | step:   108 | train_loss: 18.81721 | lr: 5.9989e-04 | norm: 8.1762
train | step:   109 | train_loss: 18.56140 | lr: 5.9987e-04 | norm: 8.7411
train | step:   110 | train_loss: 18.76668 | lr: 5.9984e-04 | norm: 7.6876
train | step:   111 | train_loss: 18.84739 | lr: 5.9980e-04 | norm: 5.9010
train | step:   112 | train_loss: 19.04389 | lr: 5.9976e-04 | norm: 24.0934
train | step:   113 | train_loss: 18.74297 | lr: 5.9972e-04 | norm: 9.7662
train | step:   114 | train_loss: 19.15524 | lr: 5.9968e-04 | norm: 10.9033
train | step:   115 | train_loss: 18.84710 | lr: 5.9963e-04 | norm: 9.2465
train | step:   116 | train_loss: 18.80200 | lr: 5.9958e-04 | norm: 10.3036
train | step:   117 | train_loss: 18.69817 | lr: 5.9952e-04 | norm: 9.9623
train | step:   118 | train_loss: 18.70763 | lr: 5.9947e-04 | norm: 10.7523
train | step:   119 | train_loss: 18.76171 | lr: 5.9941e-04 | norm: 6.6118
train | step:   120 | train_loss: 18.79144 | lr: 5.9934e-04 | norm: 12.5872
train | step:   121 | train_loss: 18.66445 | lr: 5.9927e-04 | norm: 13.7833
train | step:   122 | train_loss: 18.51021 | lr: 5.9920e-04 | norm: 9.2840
train | step:   123 | train_loss: 18.58954 | lr: 5.9913e-04 | norm: 13.9413
train | step:   124 | train_loss: 18.46858 | lr: 5.9905e-04 | norm: 6.8982
train | step:   125 | train_loss: 18.66490 | lr: 5.9897e-04 | norm: 10.3796
train | step:   126 | train_loss: 18.50941 | lr: 5.9889e-04 | norm: 8.0022
train | step:   127 | train_loss: 18.44093 | lr: 5.9880e-04 | norm: 7.8511
train | step:   128 | train_loss: 18.33190 | lr: 5.9871e-04 | norm: 6.2909
train | step:   129 | train_loss: 18.32812 | lr: 5.9862e-04 | norm: 4.9640
train | step:   130 | train_loss: 18.28691 | lr: 5.9852e-04 | norm: 12.7999
train | step:   131 | train_loss: 18.32206 | lr: 5.9842e-04 | norm: 6.3052
train | step:   132 | train_loss: 18.32679 | lr: 5.9832e-04 | norm: 9.0578
train | step:   133 | train_loss: 18.47540 | lr: 5.9821e-04 | norm: 6.5708
train | step:   134 | train_loss: 18.43966 | lr: 5.9810e-04 | norm: 10.8463
train | step:   135 | train_loss: 18.32220 | lr: 5.9799e-04 | norm: 7.5122
train | step:   136 | train_loss: 18.34721 | lr: 5.9787e-04 | norm: 5.5885
train | step:   137 | train_loss: 18.50118 | lr: 5.9775e-04 | norm: 15.5303
train | step:   138 | train_loss: 18.18683 | lr: 5.9763e-04 | norm: 9.4029
train | step:   139 | train_loss: 18.42342 | lr: 5.9750e-04 | norm: 7.9008
train | step:   140 | train_loss: 18.56254 | lr: 5.9737e-04 | norm: 16.9641
train | step:   141 | train_loss: 18.40460 | lr: 5.9724e-04 | norm: 10.8331
train | step:   142 | train_loss: 18.29281 | lr: 5.9710e-04 | norm: 10.4668
train | step:   143 | train_loss: 18.17774 | lr: 5.9696e-04 | norm: 6.4136
train | step:   144 | train_loss: 18.47569 | lr: 5.9682e-04 | norm: 35.4384
train | step:   145 | train_loss: 19.05113 | lr: 5.9668e-04 | norm: 28.8962
train | step:   146 | train_loss: 18.52773 | lr: 5.9653e-04 | norm: 14.0105
train | step:   147 | train_loss: 18.37200 | lr: 5.9637e-04 | norm: 9.8963
train | step:   148 | train_loss: 18.24396 | lr: 5.9622e-04 | norm: 8.9691
train | step:   149 | train_loss: 18.04419 | lr: 5.9606e-04 | norm: 10.8482
train | step:   150 | train_loss: 17.96471 | lr: 5.9590e-04 | norm: 8.1999
train | step:   151 | train_loss: 18.06233 | lr: 5.9573e-04 | norm: 9.0153
train | step:   152 | train_loss: 18.09249 | lr: 5.9556e-04 | norm: 6.8294
train | step:   153 | train_loss: 17.96628 | lr: 5.9539e-04 | norm: 6.8855
train | step:   154 | train_loss: 17.98884 | lr: 5.9522e-04 | norm: 6.7805
train | step:   155 | train_loss: 17.94881 | lr: 5.9504e-04 | norm: 6.0022
train | step:   156 | train_loss: 18.01546 | lr: 5.9486e-04 | norm: 6.6063
train | step:   157 | train_loss: 18.00753 | lr: 5.9467e-04 | norm: 8.2246
train | step:   158 | train_loss: 17.90170 | lr: 5.9449e-04 | norm: 4.9867
train | step:   159 | train_loss: 18.01708 | lr: 5.9429e-04 | norm: 11.5440
train | step:   160 | train_loss: 17.99872 | lr: 5.9410e-04 | norm: 6.6552
train | step:   161 | train_loss: 17.75525 | lr: 5.9390e-04 | norm: 6.4427
train | step:   162 | train_loss: 17.69594 | lr: 5.9370e-04 | norm: 6.4489
train | step:   163 | train_loss: 18.01224 | lr: 5.9350e-04 | norm: 5.8595
train | step:   164 | train_loss: 17.93115 | lr: 5.9329e-04 | norm: 6.0025
train | step:   165 | train_loss: 17.76346 | lr: 5.9308e-04 | norm: 5.5098
train | step:   166 | train_loss: 17.77903 | lr: 5.9287e-04 | norm: 4.5012
train | step:   167 | train_loss: 17.82637 | lr: 5.9265e-04 | norm: 9.7212
train | step:   168 | train_loss: 17.61981 | lr: 5.9243e-04 | norm: 7.0981
train | step:   169 | train_loss: 17.52279 | lr: 5.9221e-04 | norm: 5.6659
train | step:   170 | train_loss: 17.69301 | lr: 5.9198e-04 | norm: 14.2114
train | step:   171 | train_loss: 17.43239 | lr: 5.9175e-04 | norm: 6.7997
train | step:   172 | train_loss: 17.84470 | lr: 5.9152e-04 | norm: 9.8757
train | step:   173 | train_loss: 17.74735 | lr: 5.9128e-04 | norm: 6.6563
train | step:   174 | train_loss: 18.18751 | lr: 5.9104e-04 | norm: 10.5603
train | step:   175 | train_loss: 17.86868 | lr: 5.9080e-04 | norm: 5.3952
train | step:   176 | train_loss: 17.80288 | lr: 5.9055e-04 | norm: 7.6644
train | step:   177 | train_loss: 17.68536 | lr: 5.9031e-04 | norm: 6.7872
train | step:   178 | train_loss: 17.57544 | lr: 5.9005e-04 | norm: 5.9405
train | step:   179 | train_loss: 17.65130 | lr: 5.8980e-04 | norm: 7.9247
train | step:   180 | train_loss: 17.46912 | lr: 5.8954e-04 | norm: 6.9647
train | step:   181 | train_loss: 17.27928 | lr: 5.8928e-04 | norm: 7.3843
train | step:   182 | train_loss: 17.47208 | lr: 5.8901e-04 | norm: 4.8847
train | step:   183 | train_loss: 17.42554 | lr: 5.8875e-04 | norm: 6.5212
train | step:   184 | train_loss: 17.80331 | lr: 5.8848e-04 | norm: 11.2469
train | step:   185 | train_loss: 17.58777 | lr: 5.8820e-04 | norm: 7.8543
train | step:   186 | train_loss: 17.58256 | lr: 5.8793e-04 | norm: 5.8549
train | step:   187 | train_loss: 17.88393 | lr: 5.8764e-04 | norm: 8.4834
train | step:   188 | train_loss: 17.24035 | lr: 5.8736e-04 | norm: 8.1253
train | step:   189 | train_loss: 17.61644 | lr: 5.8707e-04 | norm: 5.6221
train | step:   190 | train_loss: 17.80816 | lr: 5.8679e-04 | norm: 11.6269
train | step:   191 | train_loss: 17.58756 | lr: 5.8649e-04 | norm: 6.5270
train | step:   192 | train_loss: 17.44342 | lr: 5.8620e-04 | norm: 7.5811
train | step:   193 | train_loss: 17.06656 | lr: 5.8590e-04 | norm: 7.1088
train | step:   194 | train_loss: 17.43491 | lr: 5.8560e-04 | norm: 7.3642
train | step:   195 | train_loss: 17.64727 | lr: 5.8529e-04 | norm: 6.0602
train | step:   196 | train_loss: 17.37587 | lr: 5.8498e-04 | norm: 7.1861
train | step:   197 | train_loss: 17.49594 | lr: 5.8467e-04 | norm: 5.6394
train | step:   198 | train_loss: 17.34348 | lr: 5.8436e-04 | norm: 4.8227
val | step:   199 | val_loss: 17.79915
train | step:   199 | train_loss: 17.31955 | lr: 5.8404e-04 | norm: 6.2984
train | step:   200 | train_loss: 17.41380 | lr: 5.8372e-04 | norm: 4.9286
train | step:   201 | train_loss: 17.12798 | lr: 5.8339e-04 | norm: 5.9549
train | step:   202 | train_loss: 17.09560 | lr: 5.8307e-04 | norm: 5.4619
train | step:   203 | train_loss: 17.48127 | lr: 5.8274e-04 | norm: 7.5302
train | step:   204 | train_loss: 17.21373 | lr: 5.8240e-04 | norm: 5.5792
train | step:   205 | train_loss: 17.19925 | lr: 5.8207e-04 | norm: 5.9219
train | step:   206 | train_loss: 17.29298 | lr: 5.8173e-04 | norm: 5.4657
train | step:   207 | train_loss: 17.51375 | lr: 5.8139e-04 | norm: 9.1779
train | step:   208 | train_loss: 17.30694 | lr: 5.8104e-04 | norm: 4.7606
train | step:   209 | train_loss: 17.33951 | lr: 5.8069e-04 | norm: 7.5033
train | step:   210 | train_loss: 17.11975 | lr: 5.8034e-04 | norm: 5.2278
train | step:   211 | train_loss: 17.10292 | lr: 5.7999e-04 | norm: 5.3278
train | step:   212 | train_loss: 17.20944 | lr: 5.7963e-04 | norm: 6.5416
train | step:   213 | train_loss: 17.15314 | lr: 5.7927e-04 | norm: 5.4101
train | step:   214 | train_loss: 17.17364 | lr: 5.7890e-04 | norm: 6.8153
train | step:   215 | train_loss: 17.11433 | lr: 5.7854e-04 | norm: 5.5508
train | step:   216 | train_loss: 17.35391 | lr: 5.7817e-04 | norm: 6.2179
train | step:   217 | train_loss: 16.93659 | lr: 5.7779e-04 | norm: 3.6920
train | step:   218 | train_loss: 17.03731 | lr: 5.7742e-04 | norm: 6.0376
train | step:   219 | train_loss: 17.11081 | lr: 5.7704e-04 | norm: 4.8555
train | step:   220 | train_loss: 17.15377 | lr: 5.7666e-04 | norm: 9.0627
train | step:   221 | train_loss: 17.41322 | lr: 5.7627e-04 | norm: 5.5485
train | step:   222 | train_loss: 17.13078 | lr: 5.7588e-04 | norm: 5.7921
train | step:   223 | train_loss: 17.20136 | lr: 5.7549e-04 | norm: 7.6606
train | step:   224 | train_loss: 17.26828 | lr: 5.7510e-04 | norm: 4.8652
train | step:   225 | train_loss: 17.12157 | lr: 5.7470e-04 | norm: 6.5391
train | step:   226 | train_loss: 16.81511 | lr: 5.7430e-04 | norm: 8.6390
train | step:   227 | train_loss: 16.73230 | lr: 5.7390e-04 | norm: 5.0312
train | step:   228 | train_loss: 17.00521 | lr: 5.7349e-04 | norm: 6.8024
train | step:   229 | train_loss: 17.04917 | lr: 5.7309e-04 | norm: 5.7150
train | step:   230 | train_loss: 17.10028 | lr: 5.7267e-04 | norm: 9.6420
train | step:   231 | train_loss: 17.03177 | lr: 5.7226e-04 | norm: 4.5528
train | step:   232 | train_loss: 17.12952 | lr: 5.7184e-04 | norm: 6.9617
train | step:   233 | train_loss: 17.00741 | lr: 5.7142e-04 | norm: 7.7415
train | step:   234 | train_loss: 16.90806 | lr: 5.7100e-04 | norm: 7.0551
train | step:   235 | train_loss: 16.87476 | lr: 5.7057e-04 | norm: 4.6930
train | step:   236 | train_loss: 17.37785 | lr: 5.7014e-04 | norm: 11.0785
train | step:   237 | train_loss: 16.98153 | lr: 5.6971e-04 | norm: 6.9274
train | step:   238 | train_loss: 16.75253 | lr: 5.6927e-04 | norm: 5.1423
train | step:   239 | train_loss: 16.93653 | lr: 5.6884e-04 | norm: 10.8978
train | step:   240 | train_loss: 16.98143 | lr: 5.6840e-04 | norm: 5.0412
train | step:   241 | train_loss: 17.18485 | lr: 5.6795e-04 | norm: 9.9290
train | step:   242 | train_loss: 17.01738 | lr: 5.6751e-04 | norm: 7.2106
train | step:   243 | train_loss: 16.99449 | lr: 5.6706e-04 | norm: 9.6985
train | step:   244 | train_loss: 17.00934 | lr: 5.6660e-04 | norm: 6.5483
train | step:   245 | train_loss: 17.07468 | lr: 5.6615e-04 | norm: 9.8056
train | step:   246 | train_loss: 16.81667 | lr: 5.6569e-04 | norm: 5.9757
train | step:   247 | train_loss: 16.97244 | lr: 5.6523e-04 | norm: 11.6606
train | step:   248 | train_loss: 17.17080 | lr: 5.6476e-04 | norm: 13.6496
train | step:   249 | train_loss: 17.00287 | lr: 5.6430e-04 | norm: 5.5547
train | step:   250 | train_loss: 17.06712 | lr: 5.6383e-04 | norm: 5.8972
train | step:   251 | train_loss: 16.79901 | lr: 5.6335e-04 | norm: 5.9264
train | step:   252 | train_loss: 16.68548 | lr: 5.6288e-04 | norm: 3.8703
train | step:   253 | train_loss: 16.74988 | lr: 5.6240e-04 | norm: 8.4786
train | step:   254 | train_loss: 16.76879 | lr: 5.6192e-04 | norm: 5.8990
train | step:   255 | train_loss: 16.91414 | lr: 5.6144e-04 | norm: 6.2878
train | step:   256 | train_loss: 16.80270 | lr: 5.6095e-04 | norm: 5.9560
train | step:   257 | train_loss: 16.56373 | lr: 5.6046e-04 | norm: 5.2490
train | step:   258 | train_loss: 16.72206 | lr: 5.5997e-04 | norm: 4.5301
train | step:   259 | train_loss: 16.45676 | lr: 5.5947e-04 | norm: 4.2882
train | step:   260 | train_loss: 16.95051 | lr: 5.5897e-04 | norm: 7.8493
train | step:   261 | train_loss: 16.73279 | lr: 5.5847e-04 | norm: 5.2309
train | step:   262 | train_loss: 16.86176 | lr: 5.5797e-04 | norm: 7.4434
train | step:   263 | train_loss: 16.89614 | lr: 5.5746e-04 | norm: 5.1746
train | step:   264 | train_loss: 16.95249 | lr: 5.5695e-04 | norm: 5.7126
train | step:   265 | train_loss: 16.78572 | lr: 5.5644e-04 | norm: 7.4585
train | step:   266 | train_loss: 16.72882 | lr: 5.5593e-04 | norm: 3.8199
train | step:   267 | train_loss: 17.08439 | lr: 5.5541e-04 | norm: 5.9607
train | step:   268 | train_loss: 16.86742 | lr: 5.5489e-04 | norm: 6.3799
train | step:   269 | train_loss: 16.80839 | lr: 5.5437e-04 | norm: 5.2361
train | step:   270 | train_loss: 16.44246 | lr: 5.5384e-04 | norm: 5.0544
train | step:   271 | train_loss: 16.94312 | lr: 5.5331e-04 | norm: 12.6344
train | step:   272 | train_loss: 16.50918 | lr: 5.5278e-04 | norm: 6.1588
train | step:   273 | train_loss: 16.84576 | lr: 5.5225e-04 | norm: 9.2034
train | step:   274 | train_loss: 16.93674 | lr: 5.5171e-04 | norm: 6.7160
train | step:   275 | train_loss: 16.94991 | lr: 5.5117e-04 | norm: 12.9071
train | step:   276 | train_loss: 16.89942 | lr: 5.5063e-04 | norm: 12.0152
train | step:   277 | train_loss: 16.54466 | lr: 5.5008e-04 | norm: 4.9617
train | step:   278 | train_loss: 16.60047 | lr: 5.4954e-04 | norm: 5.5038
train | step:   279 | train_loss: 16.43536 | lr: 5.4899e-04 | norm: 5.7156
train | step:   280 | train_loss: 16.53851 | lr: 5.4843e-04 | norm: 8.6588
train | step:   281 | train_loss: 16.53923 | lr: 5.4788e-04 | norm: 3.9896
train | step:   282 | train_loss: 16.59393 | lr: 5.4732e-04 | norm: 7.7341
train | step:   283 | train_loss: 16.79376 | lr: 5.4676e-04 | norm: 4.3264
train | step:   284 | train_loss: 16.60276 | lr: 5.4620e-04 | norm: 5.2628
train | step:   285 | train_loss: 16.44495 | lr: 5.4563e-04 | norm: 6.9850
train | step:   286 | train_loss: 16.38350 | lr: 5.4506e-04 | norm: 3.7603
train | step:   287 | train_loss: 16.64142 | lr: 5.4449e-04 | norm: 6.1950
train | step:   288 | train_loss: 16.66816 | lr: 5.4392e-04 | norm: 3.9250
train | step:   289 | train_loss: 16.68569 | lr: 5.4334e-04 | norm: 5.6031
train | step:   290 | train_loss: 16.33738 | lr: 5.4276e-04 | norm: 4.3369
train | step:   291 | train_loss: 16.63175 | lr: 5.4218e-04 | norm: 8.0661
train | step:   292 | train_loss: 16.53057 | lr: 5.4160e-04 | norm: 5.1200
train | step:   293 | train_loss: 16.55608 | lr: 5.4101e-04 | norm: 4.9026
train | step:   294 | train_loss: 16.42798 | lr: 5.4042e-04 | norm: 3.5121
train | step:   295 | train_loss: 16.35773 | lr: 5.3983e-04 | norm: 7.7368
train | step:   296 | train_loss: 16.38748 | lr: 5.3924e-04 | norm: 4.9581
train | step:   297 | train_loss: 16.52359 | lr: 5.3864e-04 | norm: 5.9056
train | step:   298 | train_loss: 16.50424 | lr: 5.3804e-04 | norm: 5.3917
train | step:   299 | train_loss: 16.63051 | lr: 5.3744e-04 | norm: 4.7545
train | step:   300 | train_loss: 16.47468 | lr: 5.3683e-04 | norm: 9.0523
train | step:   301 | train_loss: 16.49964 | lr: 5.3622e-04 | norm: 5.3806
train | step:   302 | train_loss: 16.51030 | lr: 5.3562e-04 | norm: 12.2352
train | step:   303 | train_loss: 16.98421 | lr: 5.3500e-04 | norm: 8.4381
train | step:   304 | train_loss: 16.64044 | lr: 5.3439e-04 | norm: 7.9277
train | step:   305 | train_loss: 16.59380 | lr: 5.3377e-04 | norm: 6.3284
train | step:   306 | train_loss: 16.54478 | lr: 5.3315e-04 | norm: 6.2880
train | step:   307 | train_loss: 16.20109 | lr: 5.3253e-04 | norm: 5.5915
train | step:   308 | train_loss: 16.28098 | lr: 5.3191e-04 | norm: 4.7966
train | step:   309 | train_loss: 16.59254 | lr: 5.3128e-04 | norm: 7.5776
train | step:   310 | train_loss: 16.53178 | lr: 5.3065e-04 | norm: 4.0719
train | step:   311 | train_loss: 16.55850 | lr: 5.3002e-04 | norm: 5.8792
train | step:   312 | train_loss: 16.55036 | lr: 5.2938e-04 | norm: 6.5184
train | step:   313 | train_loss: 16.27497 | lr: 5.2875e-04 | norm: 3.9216
train | step:   314 | train_loss: 16.24189 | lr: 5.2811e-04 | norm: 5.7260
train | step:   315 | train_loss: 16.37626 | lr: 5.2747e-04 | norm: 4.5323
train | step:   316 | train_loss: 16.48495 | lr: 5.2682e-04 | norm: 5.2677
train | step:   317 | train_loss: 16.59594 | lr: 5.2618e-04 | norm: 6.2196
train | step:   318 | train_loss: 16.18814 | lr: 5.2553e-04 | norm: 5.4580
train | step:   319 | train_loss: 16.27613 | lr: 5.2488e-04 | norm: 6.1383
train | step:   320 | train_loss: 16.42096 | lr: 5.2422e-04 | norm: 6.4524
train | step:   321 | train_loss: 16.10085 | lr: 5.2357e-04 | norm: 4.8416
train | step:   322 | train_loss: 16.19505 | lr: 5.2291e-04 | norm: 8.2957
train | step:   323 | train_loss: 16.03662 | lr: 5.2225e-04 | norm: 5.2043
train | step:   324 | train_loss: 16.38320 | lr: 5.2158e-04 | norm: 7.5604
train | step:   325 | train_loss: 16.14437 | lr: 5.2092e-04 | norm: 4.1067
train | step:   326 | train_loss: 16.57836 | lr: 5.2025e-04 | norm: 12.1099
train | step:   327 | train_loss: 16.34773 | lr: 5.1958e-04 | norm: 7.5200
train | step:   328 | train_loss: 16.31295 | lr: 5.1891e-04 | norm: 7.2622
train | step:   329 | train_loss: 16.21502 | lr: 5.1823e-04 | norm: 6.5909
train | step:   330 | train_loss: 16.21037 | lr: 5.1756e-04 | norm: 6.7101
