train | step:     0 | train_loss: 32.51923 | lr: 6.0000e-06 | norm: 1.3674
train | step:    67 | train_loss: 20.38853 | lr: 4.0800e-04 | norm: 6.9807
train | step:    68 | train_loss: 20.31514 | lr: 4.1400e-04 | norm: 4.6941
train | step:    69 | train_loss: 20.33808 | lr: 4.2000e-04 | norm: 6.5660
train | step:    70 | train_loss: 20.36145 | lr: 4.2600e-04 | norm: 6.0672
train | step:    71 | train_loss: 20.21152 | lr: 4.3200e-04 | norm: 4.5562
train | step:    72 | train_loss: 20.37033 | lr: 4.3800e-04 | norm: 6.5573
train | step:    73 | train_loss: 20.16294 | lr: 4.4400e-04 | norm: 5.6348
train | step:    74 | train_loss: 20.04807 | lr: 4.5000e-04 | norm: 4.9598
train | step:    75 | train_loss: 20.15636 | lr: 4.5600e-04 | norm: 7.1091
train | step:    76 | train_loss: 19.96111 | lr: 4.6200e-04 | norm: 5.8107
train | step:    77 | train_loss: 20.27198 | lr: 4.6800e-04 | norm: 19.1819
train | step:    78 | train_loss: 20.06052 | lr: 4.7400e-04 | norm: 7.1415
train | step:    79 | train_loss: 20.02442 | lr: 4.8000e-04 | norm: 6.7306
train | step:    80 | train_loss: 19.89664 | lr: 4.8600e-04 | norm: 6.7074
train | step:    81 | train_loss: 20.02142 | lr: 4.9200e-04 | norm: 9.4762
train | step:    82 | train_loss: 19.84568 | lr: 4.9800e-04 | norm: 7.6474
train | step:    83 | train_loss: 19.61890 | lr: 5.0400e-04 | norm: 5.4270
train | step:    84 | train_loss: 19.70568 | lr: 5.1000e-04 | norm: 7.9615
train | step:    85 | train_loss: 19.75778 | lr: 5.1600e-04 | norm: 7.7615
train | step:    86 | train_loss: 19.58403 | lr: 5.2200e-04 | norm: 6.0910
train | step:    87 | train_loss: 19.63551 | lr: 5.2800e-04 | norm: 3.9200
train | step:    88 | train_loss: 19.71928 | lr: 5.3400e-04 | norm: 3.8689
train | step:    89 | train_loss: 19.46684 | lr: 5.4000e-04 | norm: 3.9141
train | step:    90 | train_loss: 19.35891 | lr: 5.4600e-04 | norm: 4.0766
train | step:    91 | train_loss: 19.43781 | lr: 5.5200e-04 | norm: 4.4016
train | step:    92 | train_loss: 19.33118 | lr: 5.5800e-04 | norm: 4.5968
train | step:    93 | train_loss: 19.23030 | lr: 5.6400e-04 | norm: 5.0087
train | step:    94 | train_loss: 19.20338 | lr: 5.7000e-04 | norm: 4.2438
train | step:    95 | train_loss: 19.29040 | lr: 5.7600e-04 | norm: 4.7141
train | step:    96 | train_loss: 19.44657 | lr: 5.8200e-04 | norm: 4.1626
train | step:    97 | train_loss: 19.09815 | lr: 5.8800e-04 | norm: 3.2366
train | step:    98 | train_loss: 18.89647 | lr: 5.9400e-04 | norm: 3.5342
train | step:    99 | train_loss: 19.07858 | lr: 6.0000e-04 | norm: 4.2406
train | step:   100 | train_loss: 18.99028 | lr: 6.0000e-04 | norm: 3.3478
train | step:   101 | train_loss: 19.02298 | lr: 6.0000e-04 | norm: 4.8734
train | step:   102 | train_loss: 19.06717 | lr: 5.9999e-04 | norm: 3.9965
train | step:   103 | train_loss: 19.01749 | lr: 5.9999e-04 | norm: 4.3326
train | step:   104 | train_loss: 18.84493 | lr: 5.9997e-04 | norm: 6.0010
train | step:   105 | train_loss: 18.91984 | lr: 5.9996e-04 | norm: 4.8817
train | step:   106 | train_loss: 18.82563 | lr: 5.9994e-04 | norm: 3.4174
train | step:   107 | train_loss: 18.71937 | lr: 5.9992e-04 | norm: 7.5577
train | step:   108 | train_loss: 18.69687 | lr: 5.9989e-04 | norm: 5.5307
train | step:   109 | train_loss: 18.43334 | lr: 5.9987e-04 | norm: 3.8587
train | step:   110 | train_loss: 18.80746 | lr: 5.9984e-04 | norm: 17.5296
train | step:   111 | train_loss: 18.85835 | lr: 5.9980e-04 | norm: 9.5081
train | step:   112 | train_loss: 18.73129 | lr: 5.9976e-04 | norm: 5.7642
train | step:   113 | train_loss: 18.61719 | lr: 5.9972e-04 | norm: 5.7812
train | step:   114 | train_loss: 18.71588 | lr: 5.9968e-04 | norm: 3.3902
train | step:   115 | train_loss: 18.67095 | lr: 5.9963e-04 | norm: 14.7546
train | step:   116 | train_loss: 18.67118 | lr: 5.9958e-04 | norm: 5.4336
train | step:   117 | train_loss: 18.56733 | lr: 5.9952e-04 | norm: 5.4563
train | step:   118 | train_loss: 18.53261 | lr: 5.9947e-04 | norm: 5.5833
train | step:   119 | train_loss: 18.52895 | lr: 5.9941e-04 | norm: 5.7041
train | step:   120 | train_loss: 18.43156 | lr: 5.9934e-04 | norm: 5.0001
train | step:   121 | train_loss: 18.28943 | lr: 5.9927e-04 | norm: 4.5084
train | step:   122 | train_loss: 18.20862 | lr: 5.9920e-04 | norm: 3.8978
train | step:   123 | train_loss: 18.33558 | lr: 5.9913e-04 | norm: 6.7415
train | step:   124 | train_loss: 18.12664 | lr: 5.9905e-04 | norm: 3.8168
train | step:   125 | train_loss: 18.33455 | lr: 5.9897e-04 | norm: 4.2935
train | step:   126 | train_loss: 18.14083 | lr: 5.9889e-04 | norm: 3.5664
train | step:   127 | train_loss: 18.20154 | lr: 5.9880e-04 | norm: 9.6061
train | step:   128 | train_loss: 18.29048 | lr: 5.9871e-04 | norm: 7.5748
train | step:   129 | train_loss: 18.17387 | lr: 5.9862e-04 | norm: 4.4900
train | step:   130 | train_loss: 18.04120 | lr: 5.9852e-04 | norm: 4.6348
train | step:   131 | train_loss: 18.01567 | lr: 5.9842e-04 | norm: 3.3019
train | step:   132 | train_loss: 18.02639 | lr: 5.9832e-04 | norm: 8.0208
train | step:   133 | train_loss: 18.23189 | lr: 5.9821e-04 | norm: 6.4843
train | step:   134 | train_loss: 18.03157 | lr: 5.9810e-04 | norm: 5.0805
train | step:   135 | train_loss: 18.05170 | lr: 5.9799e-04 | norm: 3.7941
train | step:   136 | train_loss: 18.04800 | lr: 5.9787e-04 | norm: 3.2012
train | step:   137 | train_loss: 17.97100 | lr: 5.9775e-04 | norm: 3.4887
train | step:   138 | train_loss: 17.67228 | lr: 5.9763e-04 | norm: 3.0844
train | step:   139 | train_loss: 17.87899 | lr: 5.9750e-04 | norm: 3.2766
train | step:   140 | train_loss: 17.86104 | lr: 5.9737e-04 | norm: 2.2175
train | step:   141 | train_loss: 17.78611 | lr: 5.9724e-04 | norm: 2.8832
train | step:   142 | train_loss: 17.61808 | lr: 5.9710e-04 | norm: 3.0002
train | step:   143 | train_loss: 17.61405 | lr: 5.9696e-04 | norm: 3.3907
train | step:   144 | train_loss: 17.52123 | lr: 5.9682e-04 | norm: 2.7500
train | step:   145 | train_loss: 17.55952 | lr: 5.9668e-04 | norm: 3.6093
train | step:   146 | train_loss: 17.55845 | lr: 5.9653e-04 | norm: 3.8371
train | step:   147 | train_loss: 17.48305 | lr: 5.9637e-04 | norm: 2.7560
train | step:   148 | train_loss: 17.38575 | lr: 5.9622e-04 | norm: 2.7728
train | step:   149 | train_loss: 17.24192 | lr: 5.9606e-04 | norm: 3.0824
train | step:   150 | train_loss: 17.18401 | lr: 5.9590e-04 | norm: 2.9344
train | step:   151 | train_loss: 17.31393 | lr: 5.9573e-04 | norm: 2.9359
train | step:   152 | train_loss: 17.20281 | lr: 5.9556e-04 | norm: 2.7593
train | step:   153 | train_loss: 17.13336 | lr: 5.9539e-04 | norm: 2.6925
train | step:   154 | train_loss: 17.23689 | lr: 5.9522e-04 | norm: 4.4212
train | step:   155 | train_loss: 17.09144 | lr: 5.9504e-04 | norm: 3.0406
train | step:   156 | train_loss: 17.24359 | lr: 5.9486e-04 | norm: 2.6213
train | step:   157 | train_loss: 17.04073 | lr: 5.9467e-04 | norm: 2.8358
train | step:   158 | train_loss: 17.09196 | lr: 5.9449e-04 | norm: 2.7202
train | step:   159 | train_loss: 17.02529 | lr: 5.9429e-04 | norm: 2.7634
train | step:   160 | train_loss: 17.01904 | lr: 5.9410e-04 | norm: 3.6398
train | step:   161 | train_loss: 16.84242 | lr: 5.9390e-04 | norm: 2.5510
train | step:   162 | train_loss: 16.87948 | lr: 5.9370e-04 | norm: 9.3479
train | step:   163 | train_loss: 17.15028 | lr: 5.9350e-04 | norm: 7.1273
train | step:   164 | train_loss: 16.90051 | lr: 5.9329e-04 | norm: 4.1736
train | step:   165 | train_loss: 16.81762 | lr: 5.9308e-04 | norm: 4.1328
train | step:   166 | train_loss: 16.86061 | lr: 5.9287e-04 | norm: 2.8363
train | step:   167 | train_loss: 16.84210 | lr: 5.9265e-04 | norm: 6.8240
train | step:   168 | train_loss: 16.68881 | lr: 5.9243e-04 | norm: 4.7501
train | step:   169 | train_loss: 16.55339 | lr: 5.9221e-04 | norm: 3.7353
train | step:   170 | train_loss: 16.65762 | lr: 5.9198e-04 | norm: 3.3402
train | step:   171 | train_loss: 16.43692 | lr: 5.9175e-04 | norm: 3.3658
train | step:   172 | train_loss: 16.53770 | lr: 5.9152e-04 | norm: 3.2226
train | step:   173 | train_loss: 16.56851 | lr: 5.9128e-04 | norm: 3.6382
train | step:   174 | train_loss: 16.95597 | lr: 5.9104e-04 | norm: 3.2882
train | step:   175 | train_loss: 16.62456 | lr: 5.9080e-04 | norm: 2.2973
train | step:   176 | train_loss: 16.60044 | lr: 5.9055e-04 | norm: 4.2019
train | step:   177 | train_loss: 16.42288 | lr: 5.9031e-04 | norm: 2.5412
train | step:   178 | train_loss: 16.40383 | lr: 5.9005e-04 | norm: 2.4710
train | step:   179 | train_loss: 16.39819 | lr: 5.8980e-04 | norm: 3.5397
train | step:   180 | train_loss: 16.28315 | lr: 5.8954e-04 | norm: 2.2670
train | step:   181 | train_loss: 16.02959 | lr: 5.8928e-04 | norm: 2.8425
train | step:   182 | train_loss: 16.18104 | lr: 5.8901e-04 | norm: 2.1955
train | step:   183 | train_loss: 16.08691 | lr: 5.8875e-04 | norm: 2.4003
train | step:   184 | train_loss: 16.33246 | lr: 5.8848e-04 | norm: 2.4126
train | step:   185 | train_loss: 16.16290 | lr: 5.8820e-04 | norm: 2.8640
train | step:   186 | train_loss: 16.21069 | lr: 5.8793e-04 | norm: 2.0839
train | step:   187 | train_loss: 16.22282 | lr: 5.8764e-04 | norm: 2.3793
train | step:   188 | train_loss: 15.88413 | lr: 5.8736e-04 | norm: 2.1603
train | step:   189 | train_loss: 16.19886 | lr: 5.8707e-04 | norm: 2.6217
train | step:   190 | train_loss: 16.00036 | lr: 5.8679e-04 | norm: 2.8255
train | step:   191 | train_loss: 15.95059 | lr: 5.8649e-04 | norm: 2.5541
train | step:   192 | train_loss: 15.71284 | lr: 5.8620e-04 | norm: 2.4145
train | step:   193 | train_loss: 15.46848 | lr: 5.8590e-04 | norm: 2.8476
train | step:   194 | train_loss: 15.76101 | lr: 5.8560e-04 | norm: 2.7635
train | step:   195 | train_loss: 15.83254 | lr: 5.8529e-04 | norm: 2.4694
train | step:   196 | train_loss: 15.78925 | lr: 5.8498e-04 | norm: 2.9145
train | step:   197 | train_loss: 15.76667 | lr: 5.8467e-04 | norm: 2.0836
train | step:   198 | train_loss: 15.63826 | lr: 5.8436e-04 | norm: 3.3736
val | step:   199 | val_loss: 16.26010
train | step:   199 | train_loss: 15.53466 | lr: 5.8404e-04 | norm: 3.1774
train | step:   200 | train_loss: 15.59741 | lr: 5.8372e-04 | norm: 2.1664
train | step:   201 | train_loss: 15.43671 | lr: 5.8339e-04 | norm: 5.4605
train | step:   202 | train_loss: 15.37847 | lr: 5.8307e-04 | norm: 3.5891
train | step:   203 | train_loss: 15.68521 | lr: 5.8274e-04 | norm: 3.8299
train | step:   204 | train_loss: 15.37022 | lr: 5.8240e-04 | norm: 2.6510
train | step:   205 | train_loss: 15.45280 | lr: 5.8207e-04 | norm: 4.3377
train | step:   206 | train_loss: 15.40154 | lr: 5.8173e-04 | norm: 3.5181
train | step:   207 | train_loss: 15.55000 | lr: 5.8139e-04 | norm: 3.2448
train | step:   208 | train_loss: 15.45009 | lr: 5.8104e-04 | norm: 3.0814
train | step:   209 | train_loss: 15.40169 | lr: 5.8069e-04 | norm: 2.7100
train | step:   210 | train_loss: 15.27844 | lr: 5.8034e-04 | norm: 2.9920
train | step:   211 | train_loss: 15.15487 | lr: 5.7999e-04 | norm: 2.8105
train | step:   212 | train_loss: 15.14350 | lr: 5.7963e-04 | norm: 3.4415
train | step:   213 | train_loss: 15.22158 | lr: 5.7927e-04 | norm: 2.6192
train | step:   214 | train_loss: 15.09518 | lr: 5.7890e-04 | norm: 2.5658
train | step:   215 | train_loss: 15.05308 | lr: 5.7854e-04 | norm: 2.1011
train | step:   216 | train_loss: 15.37737 | lr: 5.7817e-04 | norm: 2.7261
train | step:   217 | train_loss: 14.87405 | lr: 5.7779e-04 | norm: 1.9745
train | step:   218 | train_loss: 14.90775 | lr: 5.7742e-04 | norm: 2.7759
train | step:   219 | train_loss: 15.02013 | lr: 5.7704e-04 | norm: 2.6644
train | step:   220 | train_loss: 14.88914 | lr: 5.7666e-04 | norm: 1.7586
train | step:   221 | train_loss: 15.27873 | lr: 5.7627e-04 | norm: 3.4910
train | step:   222 | train_loss: 14.86149 | lr: 5.7588e-04 | norm: 2.4888
train | step:   223 | train_loss: 14.92837 | lr: 5.7549e-04 | norm: 3.1168
train | step:   224 | train_loss: 15.00810 | lr: 5.7510e-04 | norm: 2.9821
train | step:   225 | train_loss: 14.75988 | lr: 5.7470e-04 | norm: 2.4808
train | step:   226 | train_loss: 14.48232 | lr: 5.7430e-04 | norm: 2.0770
train | step:   227 | train_loss: 14.30320 | lr: 5.7390e-04 | norm: 2.5842
train | step:   228 | train_loss: 14.56219 | lr: 5.7349e-04 | norm: 2.4498
train | step:   229 | train_loss: 14.58189 | lr: 5.7309e-04 | norm: 2.4964
train | step:   230 | train_loss: 14.78177 | lr: 5.7267e-04 | norm: 1.9917
train | step:   231 | train_loss: 14.65299 | lr: 5.7226e-04 | norm: 2.3468
train | step:   232 | train_loss: 14.63523 | lr: 5.7184e-04 | norm: 1.9730
train | step:   233 | train_loss: 14.52650 | lr: 5.7142e-04 | norm: 2.6912
train | step:   234 | train_loss: 14.31488 | lr: 5.7100e-04 | norm: 2.2811
train | step:   235 | train_loss: 14.25630 | lr: 5.7057e-04 | norm: 1.9866
train | step:   236 | train_loss: 14.72177 | lr: 5.7014e-04 | norm: 2.4542
train | step:   237 | train_loss: 14.28531 | lr: 5.6971e-04 | norm: 2.1669
train | step:   238 | train_loss: 14.23306 | lr: 5.6927e-04 | norm: 1.9752
train | step:   239 | train_loss: 14.17015 | lr: 5.6884e-04 | norm: 2.1432
train | step:   240 | train_loss: 14.38072 | lr: 5.6840e-04 | norm: 2.0123
train | step:   241 | train_loss: 14.22612 | lr: 5.6795e-04 | norm: 2.1024
train | step:   242 | train_loss: 14.27593 | lr: 5.6751e-04 | norm: 4.0939
train | step:   243 | train_loss: 14.09942 | lr: 5.6706e-04 | norm: 2.5800
train | step:   244 | train_loss: 14.19586 | lr: 5.6660e-04 | norm: 2.9136
train | step:   245 | train_loss: 14.20266 | lr: 5.6615e-04 | norm: 3.2804
train | step:   246 | train_loss: 14.02955 | lr: 5.6569e-04 | norm: 2.2583
train | step:   247 | train_loss: 14.01117 | lr: 5.6523e-04 | norm: 2.6391
train | step:   248 | train_loss: 14.14827 | lr: 5.6476e-04 | norm: 4.1968
train | step:   249 | train_loss: 14.09640 | lr: 5.6430e-04 | norm: 2.1413
train | step:   250 | train_loss: 14.26423 | lr: 5.6383e-04 | norm: 4.3831
train | step:   251 | train_loss: 13.94683 | lr: 5.6335e-04 | norm: 2.6410
train | step:   252 | train_loss: 14.09033 | lr: 5.6288e-04 | norm: 7.2512
train | step:   253 | train_loss: 14.01915 | lr: 5.6240e-04 | norm: 6.0142
train | step:   254 | train_loss: 13.89512 | lr: 5.6192e-04 | norm: 3.3584
train | step:   255 | train_loss: 14.00298 | lr: 5.6144e-04 | norm: 4.0992
train | step:   256 | train_loss: 13.86086 | lr: 5.6095e-04 | norm: 2.4916
train | step:   257 | train_loss: 13.75978 | lr: 5.6046e-04 | norm: 5.2273
train | step:   258 | train_loss: 13.87383 | lr: 5.5997e-04 | norm: 4.8888
train | step:   259 | train_loss: 13.52189 | lr: 5.5947e-04 | norm: 2.7513
train | step:   260 | train_loss: 13.89887 | lr: 5.5897e-04 | norm: 3.1471
train | step:   261 | train_loss: 13.79939 | lr: 5.5847e-04 | norm: 3.5365
train | step:   262 | train_loss: 13.82156 | lr: 5.5797e-04 | norm: 2.7178
train | step:   263 | train_loss: 13.93205 | lr: 5.5746e-04 | norm: 3.0620
train | step:   264 | train_loss: 13.87131 | lr: 5.5695e-04 | norm: 2.7196
train | step:   265 | train_loss: 13.69616 | lr: 5.5644e-04 | norm: 2.8494
train | step:   266 | train_loss: 13.79139 | lr: 5.5593e-04 | norm: 2.1644
train | step:   267 | train_loss: 13.97091 | lr: 5.5541e-04 | norm: 2.3655
train | step:   268 | train_loss: 13.80256 | lr: 5.5489e-04 | norm: 1.9315
train | step:   269 | train_loss: 13.70201 | lr: 5.5437e-04 | norm: 2.8194
train | step:   270 | train_loss: 13.36147 | lr: 5.5384e-04 | norm: 2.2218
train | step:   271 | train_loss: 13.65760 | lr: 5.5331e-04 | norm: 2.5141
train | step:   272 | train_loss: 13.32049 | lr: 5.5278e-04 | norm: 2.1934
train | step:   273 | train_loss: 13.56220 | lr: 5.5225e-04 | norm: 2.5913
train | step:   274 | train_loss: 13.69430 | lr: 5.5171e-04 | norm: 2.0997
train | step:   275 | train_loss: 13.52234 | lr: 5.5117e-04 | norm: 2.0290
train | step:   276 | train_loss: 13.41358 | lr: 5.5063e-04 | norm: 2.0873
train | step:   277 | train_loss: 13.22163 | lr: 5.5008e-04 | norm: 1.8668
train | step:   278 | train_loss: 13.37256 | lr: 5.4954e-04 | norm: 2.2778
train | step:   279 | train_loss: 13.05022 | lr: 5.4899e-04 | norm: 2.0038
train | step:   280 | train_loss: 13.16476 | lr: 5.4843e-04 | norm: 1.8497
train | step:   281 | train_loss: 13.19104 | lr: 5.4788e-04 | norm: 2.6364
train | step:   282 | train_loss: 13.15276 | lr: 5.4732e-04 | norm: 1.8740
train | step:   283 | train_loss: 13.40124 | lr: 5.4676e-04 | norm: 2.8505
train | step:   284 | train_loss: 13.25184 | lr: 5.4620e-04 | norm: 2.0234
train | step:   285 | train_loss: 13.09872 | lr: 5.4563e-04 | norm: 2.5207
train | step:   286 | train_loss: 13.00856 | lr: 5.4506e-04 | norm: 2.3868
train | step:   287 | train_loss: 13.17058 | lr: 5.4449e-04 | norm: 2.5178
train | step:   288 | train_loss: 13.22261 | lr: 5.4392e-04 | norm: 1.6698
train | step:   289 | train_loss: 13.30183 | lr: 5.4334e-04 | norm: 2.9312
train | step:   290 | train_loss: 12.97615 | lr: 5.4276e-04 | norm: 2.4537
train | step:   291 | train_loss: 13.13789 | lr: 5.4218e-04 | norm: 2.5525
train | step:   292 | train_loss: 13.07473 | lr: 5.4160e-04 | norm: 2.5852
train | step:   293 | train_loss: 13.13296 | lr: 5.4101e-04 | norm: 2.7748
train | step:   294 | train_loss: 13.01953 | lr: 5.4042e-04 | norm: 2.3299
train | step:   295 | train_loss: 12.70229 | lr: 5.3983e-04 | norm: 2.3283
train | step:   296 | train_loss: 12.86378 | lr: 5.3924e-04 | norm: 2.2130
train | step:   297 | train_loss: 12.88202 | lr: 5.3864e-04 | norm: 2.4442
train | step:   298 | train_loss: 12.85232 | lr: 5.3804e-04 | norm: 1.9347
train | step:   299 | train_loss: 12.98716 | lr: 5.3744e-04 | norm: 2.0974
train | step:   300 | train_loss: 12.74086 | lr: 5.3683e-04 | norm: 3.2455
train | step:   301 | train_loss: 12.80225 | lr: 5.3622e-04 | norm: 2.2883
train | step:   302 | train_loss: 12.71217 | lr: 5.3562e-04 | norm: 2.4202
train | step:   303 | train_loss: 13.09366 | lr: 5.3500e-04 | norm: 1.8186
train | step:   304 | train_loss: 12.85948 | lr: 5.3439e-04 | norm: 2.3274
train | step:   305 | train_loss: 12.79342 | lr: 5.3377e-04 | norm: 2.5313
train | step:   306 | train_loss: 12.67794 | lr: 5.3315e-04 | norm: 2.4587
train | step:   307 | train_loss: 12.44003 | lr: 5.3253e-04 | norm: 2.2146
train | step:   308 | train_loss: 12.46717 | lr: 5.3191e-04 | norm: 2.2401
train | step:   309 | train_loss: 12.75599 | lr: 5.3128e-04 | norm: 1.9980
train | step:   310 | train_loss: 12.77722 | lr: 5.3065e-04 | norm: 2.4606
train | step:   311 | train_loss: 12.65129 | lr: 5.3002e-04 | norm: 1.7419
train | step:   312 | train_loss: 12.78096 | lr: 5.2938e-04 | norm: 3.8792
train | step:   313 | train_loss: 12.52448 | lr: 5.2875e-04 | norm: 2.2554
train | step:   314 | train_loss: 12.44540 | lr: 5.2811e-04 | norm: 2.7521
train | step:   315 | train_loss: 12.57246 | lr: 5.2747e-04 | norm: 2.0819
train | step:   316 | train_loss: 12.66214 | lr: 5.2682e-04 | norm: 2.9059
train | step:   317 | train_loss: 12.63846 | lr: 5.2618e-04 | norm: 2.4492
train | step:   318 | train_loss: 12.25830 | lr: 5.2553e-04 | norm: 2.4213
train | step:   319 | train_loss: 12.38689 | lr: 5.2488e-04 | norm: 2.0628
train | step:   320 | train_loss: 12.50948 | lr: 5.2422e-04 | norm: 2.2157
train | step:   321 | train_loss: 12.13749 | lr: 5.2357e-04 | norm: 2.8672
train | step:   322 | train_loss: 12.10750 | lr: 5.2291e-04 | norm: 2.1180
train | step:   323 | train_loss: 12.05342 | lr: 5.2225e-04 | norm: 2.1051
train | step:   324 | train_loss: 12.38982 | lr: 5.2158e-04 | norm: 2.6902
train | step:   325 | train_loss: 12.14471 | lr: 5.2092e-04 | norm: 1.9622
train | step:   326 | train_loss: 12.33599 | lr: 5.2025e-04 | norm: 1.9820
train | step:   327 | train_loss: 12.32884 | lr: 5.1958e-04 | norm: 2.6933
train | step:   328 | train_loss: 12.30147 | lr: 5.1891e-04 | norm: 2.1341
train | step:   329 | train_loss: 12.05303 | lr: 5.1823e-04 | norm: 1.4851
train | step:   330 | train_loss: 12.16517 | lr: 5.1756e-04 | norm: 2.1426
